Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,Pure Gulkand Honey Single Origin Unblended Natural Honey - The Divine Foods,"<p><span data-mce-fragment=""1""><strong>1. WHY 'THE DIVINE FOODS' GULKAND?</strong> : 'The Divine Foods' Honey Gulkand contains fresh pink Damask Rose from Rayakottai, Tamilnadu. </span></p>
<p><span data-mce-fragment=""1""><strong>2. PURITY:</strong> 'The Divine Foods' Gulkand is free from added additives, artificial colors, flavors, and adulterants. It is 100% pure and has a natural taste.</span></p>
<p><span data-mce-fragment=""1""><strong>3. NATURAL COOLANT:</strong> 'The Divine Foods' Gulkand has cooling properties. It is a powerful antioxidant and a very good rejuvenator. </span></p>
<p><span data-mce-fragment=""1""><strong>4. BENEFITS:</strong> 'The Divine Foods' Gulkand is known to prevent menstruation disorders like heavy bleeding and irregular periods. It helps in relieving menstrual cramps too. </span></p>
<p><span data-mce-fragment=""1""><strong>5. IS IT CERTIFIED ?: '</strong>The Divine Foods' Gulkand is Fieche's tested for ensuring purity. It is one of the best tests done to check for the adulteration of honey in India. </span></p>",The Divine Foods,"",Honey,divine_foods,FALSE,Size,400 GM,"",,"",,TDFGH01,400,shopify,100,deny,manual,1245.00,,TRUE,TRUE,"",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-GULKANDROSEPETAL-01_fc42d3cd-3bc2-49c6-9ac0-9fa97f2de8cc.jpg?v=1688382080,1,Pure Gulkand Honey Single Origin Unblended Natural Honey,FALSE,Pure Gulkand Honey Single Origin Unblended Natural Honey,"1. WHY 'THE DIVINE FOODS' GULKAND? : 'The Divine Foods' Honey Gulkand contains fresh pink Damask Rose from Rayakottai, Tamilnadu.  2. PURITY: 'The Divine Food...","","","",TDFGH01,new,TRUE,https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-GULKANDROSEPETAL-01_fc42d3cd-3bc2-49c6-9ac0-9fa97f2de8cc.jpg?v=1688382080,g,"",375.00,TRUE,1245.00,495.00,TRUE,1245.00,495.00,active
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/GulkhandHoney1.png?v=1688382080,2,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-GULKANDROSEPETAL-02_8f779aef-1203-4e2a-a869-2282abdb0529.jpg?v=1688382080,3,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-GULKANDROSEPETAL-03_b37ab7e5-5cfa-4f77-b0ae-cdd18793e6cc.jpg?v=1688382080,4,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/GulkhandHoney.png?v=1688382080,5,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/Amazon2000pxHoneyProductgulkhandhoney.png?v=1688382080,6,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/Gulkhandwhy.png?v=1688382080,7,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/5000_review_51ecdf4b-9628-4972-8f11-d76f59d54b5d.png?v=1688382080,8,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/Honeycert_68134a7c-a18d-433c-9d0d-cfa54052e592.png?v=1688382080,9,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/1673088746113_1673088659907_0_Screenshot_342__QualityEnhance_x1_408577e2-a533-4ecb-88dc-f2d14e2ec57f.png?v=1688382080,10,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/gulkandrefillfront.png?v=1688382080,11,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/gulkandrefillback.png?v=1688382080,12,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/gh_nutri.png?v=1726118220,13,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/FSSAI_New.png?v=1748002180,14,Pure Gulkand Honey Single Origin Unblended Natural Honey,"","","","","","","","","","","","","","","","","","","",""
the-divine-foods-pure-gulkhand-honey-single-origin-unblended-natural-healthy-from-western-ghats-400-gm,Pure Gulkand Honey Single Origin Unblended Natural Honey - The Divine Foods,"<p><span data-mce-fragment=""1""><strong>1. WHY 'THE DIVINE FOODS' GULKAND?</strong> : 'The Divine Foods' Honey Gulkand contains fresh pink Damask Rose from Rayakottai, Tamilnadu. </span></p>
<p><span data-mce-fragment=""1""><strong>2. PURITY:</strong> 'The Divine Foods' Gulkand is free from added additives, artificial colors, flavors, and adulterants. It is 100% pure and has a natural taste.</span></p>
<p><span data-mce-fragment=""1""><strong>3. NATURAL COOLANT:</strong> 'The Divine Foods' Gulkand has cooling properties. It is a powerful antioxidant and a very good rejuvenator. </span></p>
<p><span data-mce-fragment=""1""><strong>4. BENEFITS:</strong> 'The Divine Foods' Gulkand is known to prevent menstruation disorders like heavy bleeding and irregular periods. It helps in relieving menstrual cramps too. </span></p>
<p><span data-mce-fragment=""1""><strong>5. IS IT CERTIFIED ?: '</strong>The Divine Foods' Gulkand is Fieche's tested for ensuring purity. It is one of the best tests done to check for the adulteration of honey in India. </span></p>",The Divine Foods,"",Honey,divine_foods,FALSE,Size,1 KG Refill Pack,"",,"",,"",1000,shopify,100,deny,manual,2913.00,,TRUE,TRUE,"",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-GULKANDROSEPETAL-01_fc42d3cd-3bc2-49c6-9ac0-9fa97f2de8cc.jpg?v=1688382080,1,Pure Gulkand Honey Single Origin Unblended Natural Honey,FALSE,Pure Gulkand Honey Single Origin Unblended Natural Honey,"1. WHY 'THE DIVINE FOODS' GULKAND? : 'The Divine Foods' Honey Gulkand contains fresh pink Damask Rose from Rayakottai, Tamilnadu.  2. PURITY: 'The Divine Food...","","","","",new,TRUE,https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-GULKANDROSEPETAL-01_fc42d3cd-3bc2-49c6-9ac0-9fa97f2de8cc.jpg?v=1688382080,g,"",795.00,TRUE,2913.00,945.00,TRUE,2913.00,945.00,active
divine-detox-combomultifloral-honey-turmeric-powder,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder) - The Divine Foods,"<p>""Divine Detox Combo: Harness the Power of Multifloral Honey & Turmeric Powder to cleanse, nourish, and revitalize body and mind.""<br><br><strong>Multifloral Honey - <br></strong>1. Boosts Immunity: Rich in antioxidants, vitamins, and minerals.<br>2. Soothes Coughs: Natural cough syrup, relieves respiratory issues.<br>3. Aids Digestion: Enzymes help digest carbohydrates, proteins, and fats.<br><br><strong>Turmeric powder - <br></strong>1. H<span>elps boost metabolism and immunity</span><br>2. Natural Antiseptic<br>3. Helps Manage Diabetes</p>",The Divine Foods,"","",divine_foods,FALSE,Title,Default Title,"",,"",,"",500,shopify,100,deny,manual,1740.00,,TRUE,TRUE,"",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/Divine_-_Detox_Combo-Draft_1.png?v=1731474166,1,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder),FALSE,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder),"""Divine Detox Combo: Harness the Power of Multifloral Honey & Turmeric Powder to cleanse, nourish, and revitalize body and mind.""Multifloral Honey - 1. Boosts...","","","","",new,TRUE,https://cdn.shopify.com/s/files/1/0600/8851/6813/files/Divine_-_Detox_Combo-Draft_1.png?v=1731474166,g,"",600.00,TRUE,1740.00,790.00,TRUE,1740.00,790.00,active
divine-detox-combomultifloral-honey-turmeric-powder,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/MultifloraHoney.png?v=1745214413,2,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder),"","","","","","","","","","","","","","","","","","","",""
divine-detox-combomultifloral-honey-turmeric-powder,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/Turmeric_Powder_Lifestyle.png?v=1745214413,3,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder),"","","","","","","","","","","","","","","","","","","",""
divine-detox-combomultifloral-honey-turmeric-powder,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/Turmeric_Powder.png?v=1745214413,4,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder),"","","","","","","","","","","","","","","","","","","",""
divine-detox-combomultifloral-honey-turmeric-powder,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-MULTIFLORALHONEY-01.jpg?v=1745214413,5,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder),"","","","","","","","","","","","","","","","","","","",""
divine-detox-combomultifloral-honey-turmeric-powder,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/FSSAI_New.png?v=1748002180,6,DIVINE DETOX COMBO(Multifloral honey +Turmeric powder),"","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined - The Divine Foods","<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""UTF-8"">
<p><span data-mce-fragment=""1""><strong>NATURAL SUGAR ALTERNATIVE:</strong> This unrefined ""The Divine Foods"" Palmyra Coconut blossom sugar can be used instead of refined cane sugar in tea, coffee; desserts, and baking.</span></p>
<p><span data-mce-fragment=""1""><strong>WHY AUTHENTIC ORGANIC COCONUT  SUGAR FROM TUTICORIN?</strong> ""The Divine Foods"" organic coconut sugar is harvested from Coconut trees in partnership with local organic and non-GMO farmers in Tuticorin, Tamil Nadu, INDIA. </span></p>
<p><span data-mce-fragment=""1""><strong>PREMIUM PERFECT ALL NATURAL SWEETENER</strong>: CONTAINS NO - Artificial preservatives, colors, refined sugar, gluten, wheat, yeast, corn, soy, dairy, egg. Great as a replacement for refined or artificial sugar or white sugar. This is directly from the Palmyra palm tree. Traditional ""The Divine Foods"" Coconut Sugar powder natural is unrefined and non-distilled, so no chemicals are used in making it.</span></p>
<p><span data-mce-fragment=""1""><strong>LOWER GLYCEMIC INDEX:</strong> LOWER GI than refined cane sugar has a GI of 80; honey 55 and Coconut sugar 54; The Coocnut  Sugar has one of the lowest Glycemic Index.</span></p>
<p><span data-mce-fragment=""1""><strong>CERTIFIED ORGANIC Palmyra COCONUT SUGAR IN A REUSABLE TIN:</strong> ""The Divine Foods"" is one of the top D2C 100 Organic Food brands in India. We check each batch of Coconut Sugar and pack it in the reusable tin (250 gm) and refill pouch (500 gm).</span></p>
<p> </p>
</li>
</ul>",The Divine Foods India,"",Sugar & Sweeteners,divine_foods,FALSE,Quantity,250 gm,"",,"",,TDFCS250,250,shopify,100,deny,manual,793.00,,TRUE,TRUE,"",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-COCUNUTSUGAR-01.jpg?v=1688033631,1,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined",FALSE,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","NATURAL SUGAR ALTERNATIVE: This unrefined ""The Divine Foods"" Palmyra Coconut blossom sugar can be used instead of refined cane sugar in tea, coffee; desserts,...","","","",TDFCS250,new,TRUE,https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-COCUNUTSUGAR-01.jpg?v=1688033631,g,"",245.00,TRUE,793.00,269.00,TRUE,793.00,269.00,active
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/3.png?v=1688379103,2,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-COCUNUTSUGAR-02.jpg?v=1739507565,3,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/ThedivineFOodsCoconutSugarIngredients.png?v=1739507565,4,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-COCUNUTSUGAR-04.jpg?v=1739507565,5,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/Coconutsugar250gm.png?v=1739507565,6,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/2.png?v=1739507565,7,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/TheDivineFoodsCoconutSugarHowtouse.png?v=1688033631,8,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/TheDivineFoodsCoconutSugarDidYouknow.png?v=1688033631,9,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/500coconutsugarout.png?v=1688033631,10,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/OrganicCoconutSugarlabCertificationtest2.png?v=1688033631,11,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/DF-EC-COCONUTSUGAR500G-01.jpg?v=1688036873,12,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/FSSAI_New.png?v=1748002180,13,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","","","","","","","","","","","","","","","","","","","",""
organic-coconut-palm-sugar-natural-sweetener-sugar-alternative-unrefined,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined - The Divine Foods","<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""UTF-8"">
<p><span data-mce-fragment=""1""><strong>NATURAL SUGAR ALTERNATIVE:</strong> This unrefined ""The Divine Foods"" Palmyra Coconut blossom sugar can be used instead of refined cane sugar in tea, coffee; desserts, and baking.</span></p>
<p><span data-mce-fragment=""1""><strong>WHY AUTHENTIC ORGANIC COCONUT  SUGAR FROM TUTICORIN?</strong> ""The Divine Foods"" organic coconut sugar is harvested from Coconut trees in partnership with local organic and non-GMO farmers in Tuticorin, Tamil Nadu, INDIA. </span></p>
<p><span data-mce-fragment=""1""><strong>PREMIUM PERFECT ALL NATURAL SWEETENER</strong>: CONTAINS NO - Artificial preservatives, colors, refined sugar, gluten, wheat, yeast, corn, soy, dairy, egg. Great as a replacement for refined or artificial sugar or white sugar. This is directly from the Palmyra palm tree. Traditional ""The Divine Foods"" Coconut Sugar powder natural is unrefined and non-distilled, so no chemicals are used in making it.</span></p>
<p><span data-mce-fragment=""1""><strong>LOWER GLYCEMIC INDEX:</strong> LOWER GI than refined cane sugar has a GI of 80; honey 55 and Coconut sugar 54; The Coocnut  Sugar has one of the lowest Glycemic Index.</span></p>
<p><span data-mce-fragment=""1""><strong>CERTIFIED ORGANIC Palmyra COCONUT SUGAR IN A REUSABLE TIN:</strong> ""The Divine Foods"" is one of the top D2C 100 Organic Food brands in India. We check each batch of Coconut Sugar and pack it in the reusable tin (250 gm) and refill pouch (500 gm).</span></p>
<p> </p>
</li>
</ul>",The Divine Foods India,"",Sugar & Sweeteners,divine_foods,FALSE,Quantity,500gm Refill Pouch,"",,"",,"",500,shopify,100,deny,manual,1453.00,,TRUE,TRUE,"",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-COCUNUTSUGAR-01.jpg?v=1688033631,1,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined",FALSE,"Organic Coconut Sugar | Natural Sweetener, Sugar Alternative, Coconut Palm Sap | Unrefined","NATURAL SUGAR ALTERNATIVE: This unrefined ""The Divine Foods"" Palmyra Coconut blossom sugar can be used instead of refined cane sugar in tea, coffee; desserts,...","","","","",new,TRUE,https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-COCUNUTSUGAR-01.jpg?v=1688033631,g,"",395.00,TRUE,1453.00,550.00,TRUE,1453.00,550.00,active
hot-cocoa-with-palm-jaggery,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa - The Divine Foods,"<p><span data-mce-fragment=""1""><strong>1. Why Divine Palm Jaggery Hot Chocolate?:</strong> It is made with the finest Palm Jaggery from Tuticorin and cocoa from Nilgiris. has natural ingredients. Vegan, Gluten-Free, No Artificial Colour, No Artificial Flavour</span></p>
<p><span data-mce-fragment=""1""><strong> 2. HEALTH BENEFITS? :</strong> Palm Jaggery helps in treating anaemia and Cocoa mixes with added immunity-supporting vitamins and minerals. </span></p>
<p><span data-mce-fragment=""1""><strong>3. QUICK AND EASY? :</strong> Make a rich, thick and delicious hot chocolate by mixing it with milk/vegan milk and heating it for a couple of mins. </span></p>
<p><span data-mce-fragment=""1""><strong>4. NATURAL INGREDIENTS ?:</strong> 'The Divine Foods' Hot Cocoa is free from added additives, artificial colours, flavours, adulterants and preservatives. It is 100% pure, organic and certified pesticide-free. </span></p>
<p><span data-mce-fragment=""1""><strong> 5. TASTE BETTER WITH? :</strong> Taste better with warm/cold milk and milkshakes.</span></p>",The Divine Foods,"",Hot Chocolate,divine_foods,FALSE,Size,200 GM,"",,"",,TDFHC,200,shopify,100,deny,manual,855.60,,TRUE,TRUE,"",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-HOTCOCOA-01.jpg?v=1688033921,1,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,FALSE,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"1. Why Divine Palm Jaggery Hot Chocolate?: It is made with the finest Palm Jaggery from Tuticorin and cocoa from Nilgiris. has natural ingredients. Vegan, Glu...","","","",TDFHC,new,TRUE,https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-HOTCOCOA-01.jpg?v=1688033921,g,"",354.00,TRUE,855.60,475.00,TRUE,855.60,475.00,active
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/hcmain.png?v=1703159606,2,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/cocoa_directions.png?v=1739507151,3,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-HOTCOCOA-03.jpg?v=1739507151,4,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/DF-EC-HOTCOCOA-02.jpg?v=1739507151,5,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/products/HotCocoa.png?v=1739507151,6,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/cocoa.png?v=1739507151,7,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/cocoawhy.png?v=1739507151,8,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/cocoawhy_2.png?v=1739507151,9,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/cocoadirections.png?v=1739507151,10,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
hot-cocoa-with-palm-jaggery,"","","","","","","","","","","","","","","","","","","","","","","","",https://cdn.shopify.com/s/files/1/0600/8851/6813/files/cocoain.png?v=1739507151,11,Drinking Chocolate (Hot Cocoa) Instant Mix Made with Palm Jaggery | Finest Jaggery and Cocoa,"","","","","","","","","","","","","","","","","","","",""
