Name,Sale Price,Regular Price,Reviews Count,Description,Availability,Category,Source URL
"100% Pure, Natural and Unrefined Palm Jaggery (Karupatti) 500 gm",Rs. 294.00,Rs. 480.00,193,"NATURAL SUGAR ALTERNATIVE: This unrefined ""The Divine Foods"" coconut blossom sugar can be used instead...",Sold Out,Natural Sweeteners,https://www.thedivinefoods.com/collections/all
